p_brand,p_cate,p_image,p_mall,p_name,p_number_reviews,p_price,p_rate1star,p_rate2star,p_rate3star,p_rate4star,p_rate5star,p_rating,s_name,s_rating,s_response_rate,s_ship_ontime
Apple,Mobiles & Tablets,//vn-live-05.slatic.net/p/98d9e57edf58f161dad699ef818887e8.png_720x720q80.jpg_.webp,Non-Mall,Siêu Rẻ Điện Thoại IPHONE 6 PLUS 64GB IOS MỚI BẢN QUỐC TẾ TẶNG PHỤ KIỆN MÀN HÌNH LỚN 5.5 INCH BẢO HÀNH 1 NĂM CHIẾN GAME RẤT MƯỢT,17 Ratings,"₫2,599,000",,,,,,,ĐIỆN MÁY TOÀN LỘC,85%,93%,100%
Apple,Mobiles & Tablets,//vn-live-05.slatic.net/p/b235c4d6aa85188512218141ec3f2740.jpg_720x720q80.jpg_.webp,Non-Mall,"Siêu Rẻ Điện Thoại Apple iPhone 6S 64Gb Ram 2Gb IOS Bản QUỐC TẾ  TẶNG PHỤ KIỆN Màn hình:  LED-backlit IPS LCD, 4.7  ;, Retina HD CPU: Apple A9 2 nhân bảo hành 1 năm Bao Đổi 7 Ngày tận Nhà miễn phí",16 Ratings,"₫2,399,000",,,,,,,ĐIỆN MÁY TOÀN LỘC,85%,93%,100%
Google,Mobiles & Tablets,//vn-live-05.slatic.net/p/956b49b82e0930b130dd75c5ad2e51d0.png_720x720q80.jpg_.webp,Non-Mall,Điện thoại Google Pixel 3 chip snap 845 camera selfie dual siêu chất,2 Ratings,"₫2,690,000",,,,,,,2T Chuyen gia may tinh bang,,100%,100%
Xiaomi,Mobiles & Tablets,//vn-live-05.slatic.net/p/ff5530f0fa2813b802888eadc3f75fda.jpg_720x720q80.jpg_.webp,Non-Mall,Điện thoại Xiaomi Poco M3 RAM 4/ 64GB PIN 6000MAH...- Hàng chính hãng nguyên seal - BH 12 tháng,No Ratings,"₫3,290,000",,,,,,,Hanna_Mobile,,100%,100%
Samsung,Mobiles & Tablets,//vn-live-05.slatic.net/p/8b514b08c0aa9e733743aa2d0dccdee0.jpg_720x720q80.jpg_.webp,Non-Mall,[Trả góp 0%]điện thoại Samsung Galaxy Note 8 CHÍNH HÃNG ram 6G bộ nhớ 64G,20 Ratings,"₫5,690,000",,,,,,,THỐNG NHẤT PLAZA,82%,97%,100%
OEM,Mobiles & Tablets,https://cf.shopee.vn/file/c7db2e127b8c7668fd2467f62416a81f,Non-Mall,ĐIỆN THOẠI NOKIA 6300 GOLD ZIN TỒN KHO,1 Ratings,"₫219,000",,,,,,,AirstoreVN,89%,100%,100%
Apple,Mobiles & Tablets,//vn-live-05.slatic.net/p/29087eca63faa156892c0dbccc0736a1.jpg_720x720q80.jpg_.webp,Non-Mall,[Trả Góp 0%] Rẻ Nhất Sàn Điện Thoại APPLE IPHONE 6 PLUS MỚI NGUYÊN ZIN QUỐC TẾ Tặng Phụ Kiện Bảo Hành 1 Năm,16 Ratings,"₫1,999,000",,,,,,,ĐIỆN MÁY TOÀN LỘC,85%,93%,100%
Apple,Mobiles & Tablets,//vn-live-05.slatic.net/p/a8b241653de64a31d14823e89ea7dc41.png_720x720q80.jpg_.webp,Non-Mall,Điện Thoại iPhone 5S QUỐC TẾ 16-32GB. Bảo Hành 12 Tháng. Đổi Mới Trong 30 Ngày,8 Ratings,"₫890,000",,,,,,,didongworldvn,89%,97%,100%
OEM,Mobiles & Tablets,//vn-live-05.slatic.net/p/615975cb798c3ee72a4191c2bf1972a1.jpg_720x720q80.jpg_.webp,Non-Mall,[HCM]Điện thoại iPhone 12 Pro 128GB Pacific Blue,No Ratings,"₫24,899,000",,,,,,,Queen Mobile 19003190,88%,not enough data,100%
Apple,Mobiles & Tablets,//vn-live-05.slatic.net/p/a7963067dd2b9fe26d4e1fa661a92af7.png_720x720q80.jpg_.webp,Non-Mall,Điện Thoại APPLE IPHONE 6 64Gb BẢN QUỐC TẾ MỚI TẶNG PHỤ KIỆN  Bao đổi Trả 7 ngày tận nhà miễn phí . CHIẾN GAME MƯỢT,16 Ratings,"₫2,019,000",,,,,,,ĐIỆN MÁY TOÀN LỘC,85%,93%,100%
Xiaomi,Mobiles & Tablets,//vn-live-05.slatic.net/p/2347ebdcce0b3d7c3d24c9ff528a380a.jpg_720x720q80.jpg_.webp,Non-Mall,Điện Thoại Xiaomi 11T Pro 5G - 12GB|256GB - Hàng Chính Hãng,No Ratings,"₫14,990,000",,,,,,,IStore Now,90%,98%,100%
Samsung,Mobiles & Tablets,//vn-live-05.slatic.net/p/a0b3558b107a6772dd6d2b7f55e4422c.png_720x720q80.jpg_.webp,Non-Mall,Điện Thoại Samsung Galaxy Z Flip3 5G 128GB - Hàng Chính Hãng,No Ratings,"₫24,990,000",,,,,,,IStore Now,90%,98%,100%
No Brand,Mobiles & Tablets,//vn-live-05.slatic.net/p/3b0402c297c5918191a4013c7ff56073.jpg_720x720q80.jpg_.webp,Non-Mall,(SG PHONE) iPhone XS MAX 64GB 256GB Quốc Tế - RAM 4GB - 2 Cam sau 12MP + 12MP  Cam trước 7MP cực nét Màn hình 6.5 inch Retina full chức năng FACE ID bluetooth sạc không dây,No Ratings,"₫11,989,000",,,,,,,SGPHONE,97%,100%,100%
